,E-waste Collection Points,Collection Type,Postal Code,Remarks,Website,Full,lat,lng,color,hover_text
0,54 CHIN SWEE RD,Permanent E-bin,160054,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,54 CHIN SWEE ROAD SINGAPORE,1.2874996,103.8411942,#ff00ff,Permanent E-bin<br>E-waste Collection Points: 54 CHIN SWEE RD<br>Address:  54 CHIN SWEE ROAD SINGAPORE<br>Latitude: 1.2874996<br>Longitude: 103.8411942
1,70 GEYLANG BAHRU,Permanent E-bin,330070,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"70 GEYLANG BAHRU, MAIN ENTRANCE SINGAPORE",1.321912,103.870346,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: 70 GEYLANG BAHRU<br>Address:  70 GEYLANG BAHRU, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.321912<br>Longitude: 103.870346"
2,888 PLAZA,Permanent E-bin,730888,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"888 WOODLANDS DRIVE 50, 888 PLAZA, COMMON CORRIDOR SINGAPORE",1.4371813,103.795289,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: 888 PLAZA<br>Address:  888 WOODLANDS DRIVE 50, 888 PLAZA, COMMON CORRIDOR SINGAPORE<br>Latitude: 1.4371813<br>Longitude: 103.795289"
3,ACE THE PLACE CC,Permanent E-bin,739069,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"120 WOODLANDS AVENUE 1, ACE THE PLACE CC, BESIDE CC OFFICE ENTRANCE SINGAPORE",1.427508,103.7920485,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ACE THE PLACE CC<br>Address:  120 WOODLANDS AVENUE 1, ACE THE PLACE CC, BESIDE CC OFFICE ENTRANCE SINGAPORE<br>Latitude: 1.427508<br>Longitude: 103.7920485"
4,ALBA E-WASTE SMART RECYCLING PTE LTD,Permanent E-bin,637350,"All regulated e-waste under First Schedule at
https://go.gov.sg/prod-def-sl",https://alba-ewaste.sg,20 TUAS LOOP SINGAPORE,1.32009,103.636444,#ff00ff,Permanent E-bin<br>E-waste Collection Points: ALBA E-WASTE SMART RECYCLING PTE LTD<br>Address:  20 TUAS LOOP SINGAPORE<br>Latitude: 1.32009<br>Longitude: 103.636444
5,ANCHORVALE CC,Permanent E-bin,544965,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"59 ANCHORVALE ROAD, ANCHORVALE COMMUNITY CLUB, MAIN LOBBY SINGAPORE",1.3969181,103.8870828,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ANCHORVALE CC<br>Address:  59 ANCHORVALE ROAD, ANCHORVALE COMMUNITY CLUB, MAIN LOBBY SINGAPORE<br>Latitude: 1.3969181<br>Longitude: 103.8870828"
6,ANG MO KIO CC,Permanent E-bin,569976,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"ANG MO KIO AVENUE 1, MAIN LOBBY ENTRANCE SINGAPORE",1.3699718,103.8495876,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ANG MO KIO CC<br>Address:  ANG MO KIO AVENUE 1, MAIN LOBBY ENTRANCE SINGAPORE<br>Latitude: 1.3699718<br>Longitude: 103.8495876"
7,BEDOK INDUSTRIAL PARK E,Permanent E-bin,489978,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"BEDOK INDUSTRIAL PARK E, PAVILION, PAVILION SINGAPORE",1.3366851,103.9490745,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BEDOK INDUSTRIAL PARK E<br>Address:  BEDOK INDUSTRIAL PARK E, PAVILION, PAVILION SINGAPORE<br>Latitude: 1.3366851<br>Longitude: 103.9490745"
8,BEDOK IXORA RC,Permanent E-bin,461051,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"51 NEW UPPER CHANGI ROAD, #01-1500 SINGAPORE",1.323705,103.941309,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BEDOK IXORA RC<br>Address:  51 NEW UPPER CHANGI ROAD, #01-1500 SINGAPORE<br>Latitude: 1.323705<br>Longitude: 103.941309"
9,BEDOK RESERVOIR-PUNGGOL CAPEVIEW RC,Permanent E-bin,531477,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"477A UPPER SERANGOON VIEW, LEVEL 1 SINGAPORE",1.3784387,103.9039318,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BEDOK RESERVOIR-PUNGGOL CAPEVIEW RC<br>Address:  477A UPPER SERANGOON VIEW, LEVEL 1 SINGAPORE<br>Latitude: 1.3784387<br>Longitude: 103.9039318"
10,BOON LAY VIEW RN,Permanent E-bin,640218,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"218D BOON LAY AVE #01-309, DROP OFF AREA SINGAPORE",1.350794,103.7120419,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BOON LAY VIEW RN<br>Address:  218D BOON LAY AVE #01-309, DROP OFF AREA SINGAPORE<br>Latitude: 1.350794<br>Longitude: 103.7120419"
11,BOON LAY ZONE F RN,Permanent E-bin,641674,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"674A, JURONG WEST STREET 65, #01-66, VOID DECK SINGAPORE",1.3448118,103.702205,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BOON LAY ZONE F RN<br>Address:  674A, JURONG WEST STREET 65, #01-66, VOID DECK SINGAPORE<br>Latitude: 1.3448118<br>Longitude: 103.702205"
12,BRADDELL HEIGHTS ZONE B RC,Permanent E-bin,532002,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2A LORONG LEW LIAN, MULTI STOREY CARPARK, LEVEL 1 SINGAPORE",1.3499376,103.8757983,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BRADDELL HEIGHTS ZONE B RC<br>Address:  2A LORONG LEW LIAN, MULTI STOREY CARPARK, LEVEL 1 SINGAPORE<br>Latitude: 1.3499376<br>Longitude: 103.8757983"
13,BRADDELL HEIGHTS ZONE C RC,Permanent E-bin,550410,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"410 SERANGOON CENTRAL, #01-327 SINGAPORE",1.3477578,103.8736747,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BRADDELL HEIGHTS ZONE C RC<br>Address:  410 SERANGOON CENTRAL, #01-327 SINGAPORE<br>Latitude: 1.3477578<br>Longitude: 103.8736747"
14,BRADDELL HEIGHTS ZONE F RC,Permanent E-bin,550318,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"318, SERANGOON AVE 2, #01-324 SINGAPORE",1.3528004,103.867144,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BRADDELL HEIGHTS ZONE F RC<br>Address:  318, SERANGOON AVE 2, #01-324 SINGAPORE<br>Latitude: 1.3528004<br>Longitude: 103.867144"
15,BRICKLAND MIRAGE QUAD RN,Permanent E-bin,682816,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"816B KEAT HONG LINK, #01-67 SINGAPORE",1.3759146,103.7485678,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BRICKLAND MIRAGE QUAD RN<br>Address:  816B KEAT HONG LINK, #01-67 SINGAPORE<br>Latitude: 1.3759146<br>Longitude: 103.7485678"
16,BUANGKOK SQUARE,Permanent E-bin,530991,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"991 BUANGKOK LINK, LEVEL 1 SINGAPORE",1.3843287,103.8820792,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUANGKOK SQUARE<br>Address:  991 BUANGKOK LINK, LEVEL 1 SINGAPORE<br>Latitude: 1.3843287<br>Longitude: 103.8820792"
17,BUGIS JUNCTION TOWERS,Permanent E-bin,188024,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"230 VICTORIA STREET, FOUNTAIN LOBBY SINGAPORE",1.2996058,103.8557191,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUGIS JUNCTION TOWERS<br>Address:  230 VICTORIA STREET, FOUNTAIN LOBBY SINGAPORE<br>Latitude: 1.2996058<br>Longitude: 103.8557191"
18,BUKIT MERAH CC,Permanent E-bin,159465,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,4000 JALAN BUKIT MERAH SINGAPORE,1.2849581,103.8156926,#ff00ff,Permanent E-bin<br>E-waste Collection Points: BUKIT MERAH CC<br>Address:  4000 JALAN BUKIT MERAH SINGAPORE<br>Latitude: 1.2849581<br>Longitude: 103.8156926
19,BUKIT PANJANG CC,Permanent E-bin,678295,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"8 PENDING ROAD, MAIN LOBBY SINGAPORE",1.376001,103.770687,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUKIT PANJANG CC<br>Address:  8 PENDING ROAD, MAIN LOBBY SINGAPORE<br>Latitude: 1.376001<br>Longitude: 103.770687"
20,BUKIT PANJANG PLAZA,Permanent E-bin,677743,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #04-03, SIDE ENTRANCE SINGAPORE",1.3800396,103.7642339,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUKIT PANJANG PLAZA<br>Address:  1 JELEBU ROAD, BUKIT PANJANG PLAZA, #04-03, SIDE ENTRANCE SINGAPORE<br>Latitude: 1.3800396<br>Longitude: 103.7642339"
21,BUKIT PURMEI ZONE A RC,Permanent E-bin,90108,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"108 BUKIT PURMEI ROAD, #01-129 SINGAPORE",1.2736092,103.8249404,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUKIT PURMEI ZONE A RC<br>Address:  108 BUKIT PURMEI ROAD, #01-129 SINGAPORE<br>Latitude: 1.2736092<br>Longitude: 103.8249404"
22,BUKIT TIMAH PLAZA,Permanent E-bin,588996,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA, BUKIT TIMAH PLAZA, RESIDENTIAL BLOCK CARPARK SINGAPORE",1.3387468,103.7786758,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: BUKIT TIMAH PLAZA<br>Address:  1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA, BUKIT TIMAH PLAZA, RESIDENTIAL BLOCK CARPARK SINGAPORE<br>Latitude: 1.3387468<br>Longitude: 103.7786758"
23,CANBERRA PLAZA,Permanent E-bin,750133,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"133 CANBERRA VIEW, LEVEL 1 SINGAPORE",1.4428113,103.8315485,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CANBERRA PLAZA<br>Address:  133 CANBERRA VIEW, LEVEL 1 SINGAPORE<br>Latitude: 1.4428113<br>Longitude: 103.8315485"
24,CAPITALAND JCUBE,Permanent E-bin,609731,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 JURONG EAST CENTRAL 1, REAR ENTRANCE SINGAPORE",1.3333104,103.7401991,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CAPITALAND JCUBE<br>Address:  2 JURONG EAST CENTRAL 1, REAR ENTRANCE SINGAPORE<br>Latitude: 1.3333104<br>Longitude: 103.7401991"
25,CAPITALAND TAMPINES MALL,Permanent E-bin,529510,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"4 TAMPINES CENTRAL 5, CUSTOMER SERVICE COUNTER SINGAPORE",1.3524936,103.9447179,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CAPITALAND TAMPINES MALL<br>Address:  4 TAMPINES CENTRAL 5, CUSTOMER SERVICE COUNTER SINGAPORE<br>Latitude: 1.3524936<br>Longitude: 103.9447179"
26,CAUSEWAY POINT,Permanent E-bin,738099,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 WOODLANDS SQUARE, MAIN ENTRANCE SINGAPORE",1.4360933,103.7859471,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CAUSEWAY POINT<br>Address:  1 WOODLANDS SQUARE, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.4360933<br>Longitude: 103.7859471"
27,CENTRAL PLAZA,Permanent E-bin,168730,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"298 TIONG BAHRU ROAD, COMMON CORRIDOR (LETTERBOX) SINGAPORE",1.2864244,103.827346,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CENTRAL PLAZA<br>Address:  298 TIONG BAHRU ROAD, COMMON CORRIDOR (LETTERBOX) SINGAPORE<br>Latitude: 1.2864244<br>Longitude: 103.827346"
28,CHANGI GENERAL HOSPITAL,Permanent E-bin,529889,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"2 SIMEI STREET 3, CHANGI GENERAL HOSPITAL, B1 MAIN BUILDING LOBBY D SINGAPORE",1.3401915,103.9495701,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CHANGI GENERAL HOSPITAL<br>Address:  2 SIMEI STREET 3, CHANGI GENERAL HOSPITAL, B1 MAIN BUILDING LOBBY D SINGAPORE<br>Latitude: 1.3401915<br>Longitude: 103.9495701"
29,CHINATOWN POINT,Permanent E-bin,59413,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"133 NEW BRIDGE ROAD, #06-01 SINGAPORE",1.2852093,103.8447228,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CHINATOWN POINT<br>Address:  133 NEW BRIDGE ROAD, #06-01 SINGAPORE<br>Latitude: 1.2852093<br>Longitude: 103.8447228"
30,CI YUAN CC,Permanent E-bin,538776,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"51 HOUGANG AVENUE 9, MAIN LOBBY SINGAPORE",1.3753179,103.8830413,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CI YUAN CC<br>Address:  51 HOUGANG AVENUE 9, MAIN LOBBY SINGAPORE<br>Latitude: 1.3753179<br>Longitude: 103.8830413"
31,CITY PLAZA,Permanent E-bin,409286,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"810 GEYLANG RD, LEVEL 1 SINGAPORE",1.3150695,103.8932247,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CITY PLAZA<br>Address:  810 GEYLANG RD, LEVEL 1 SINGAPORE<br>Latitude: 1.3150695<br>Longitude: 103.8932247"
32,CITY SQUARE MALL @ 180 KITCHENER ROAD,Permanent E-bin,208539,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"180 KITCHENER ROAD, LEVEL 2 CUSTOMER SERVICE COUNTER SINGAPORE",1.3114516,103.8561608,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CITY SQUARE MALL @ 180 KITCHENER ROAD<br>Address:  180 KITCHENER ROAD, LEVEL 2 CUSTOMER SERVICE COUNTER SINGAPORE<br>Latitude: 1.3114516<br>Longitude: 103.8561608"
33,CLEMENTI CC,Permanent E-bin,129880,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"220 CLEMENTI AVENUE 4, MAIN ENTRANCE SINGAPORE",1.3189456,103.7680816,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CLEMENTI CC<br>Address:  220 CLEMENTI AVENUE 4, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3189456<br>Longitude: 103.7680816"
34,CLIFFORD CENTRE,Permanent E-bin,48621,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"24 RAFFLES PLACE, CLIFFORD CENTRE, LVL 3 CARPARK LOBBY SINGAPORE",1.2838533,103.8519697,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CLIFFORD CENTRE<br>Address:  24 RAFFLES PLACE, CLIFFORD CENTRE, LVL 3 CARPARK LOBBY SINGAPORE<br>Latitude: 1.2838533<br>Longitude: 103.8519697"
35,COMPASS ONE,Permanent E-bin,545078,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 SENGKANG SQUARE, #B1-52/53, MRT EXIT/ENTRANCE SINGAPORE",1.3920112,103.8950057,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: COMPASS ONE<br>Address:  1 SENGKANG SQUARE, #B1-52/53, MRT EXIT/ENTRANCE SINGAPORE<br>Latitude: 1.3920112<br>Longitude: 103.8950057"
36,COMPASSVALE SOUTHGATE RC,Permanent E-bin,542201,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"201B COMPASSVALE DRIVE, COMPASSVALE SOUTHGATE RC, #01-545, VOID DECK SINGAPORE",1.3886962,103.8936687,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: COMPASSVALE SOUTHGATE RC<br>Address:  201B COMPASSVALE DRIVE, COMPASSVALE SOUTHGATE RC, #01-545, VOID DECK SINGAPORE<br>Latitude: 1.3886962<br>Longitude: 103.8936687"
37,COMPASSVALE VILLA RC,Permanent E-bin,543206,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"206C COMPASSVALE LANE, COMPASSVALE VILLA RC, VOID DECK SINGAPORE",1.3874831,103.8974523,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: COMPASSVALE VILLA RC<br>Address:  206C COMPASSVALE LANE, COMPASSVALE VILLA RC, VOID DECK SINGAPORE<br>Latitude: 1.3874831<br>Longitude: 103.8974523"
38,CONNECTION ONE,Permanent E-bin,150169,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"168 JALAN BUKIT MARAH, SURBANA ONE, LEVEL 1 SINGAPORE",1.2831327,103.8183725,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CONNECTION ONE<br>Address:  168 JALAN BUKIT MARAH, SURBANA ONE, LEVEL 1 SINGAPORE<br>Latitude: 1.2831327<br>Longitude: 103.8183725"
39,CROSS STREET EXCHANGE,Permanent E-bin,48423,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"18 CROSS STREET, B1 CUSTOMER SERVICE COUNTER SINGAPORE",1.2837158,103.8466567,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: CROSS STREET EXCHANGE<br>Address:  18 CROSS STREET, B1 CUSTOMER SERVICE COUNTER SINGAPORE<br>Latitude: 1.2837158<br>Longitude: 103.8466567"
40,DAWSON PLACE,Permanent E-bin,142057,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"57 DAWSON RD, DAWSON PLACE SINGAPORE",1.2927082,103.8110301,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: DAWSON PLACE<br>Address:  57 DAWSON RD, DAWSON PLACE SINGAPORE<br>Latitude: 1.2927082<br>Longitude: 103.8110301"
41,DEPOT HEIGHTS SHOPPING CENTRE,Permanent E-bin,100108,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"108 DEPOT ROAD, DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE",1.2812742,103.8099871,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: DEPOT HEIGHTS SHOPPING CENTRE<br>Address:  108 DEPOT ROAD, DEPOT HEIGHTS SHOPPING CENTRE SINGAPORE<br>Latitude: 1.2812742<br>Longitude: 103.8099871"
42,ELIAS MALL,Permanent E-bin,510623,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"623 ELIAS ROAD, ELIAS MALL, MAIN ENTRANCE SINGAPORE",1.3783052,103.9418722,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: ELIAS MALL<br>Address:  623 ELIAS ROAD, ELIAS MALL, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.3783052<br>Longitude: 103.9418722"
43,ENVIRONMENT BUILDING (MSE/NEA),Permanent E-bin,228231,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,40 SCOTTS ROAD SINGAPORE,1.3102694,103.8362083,#ff00ff,Permanent E-bin<br>E-waste Collection Points: ENVIRONMENT BUILDING (MSE/NEA)<br>Address:  40 SCOTTS ROAD SINGAPORE<br>Latitude: 1.3102694<br>Longitude: 103.8362083
44,EUNOS CC,Permanent E-bin,479220,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"180 BEDOK RESERVOIR ROAD, MAIN ENTRANCE SINGAPORE",1.332661,103.915199,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: EUNOS CC<br>Address:  180 BEDOK RESERVOIR ROAD, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.332661<br>Longitude: 103.915199"
45,FAJAR SHOPPING CENTRE,Permanent E-bin,670445,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"445 FARJAR ROAD, FAJAR SHOPPING CENTRE, COMMON CORRIDOR SINGAPORE",1.3838672,103.7705214,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: FAJAR SHOPPING CENTRE<br>Address:  445 FARJAR ROAD, FAJAR SHOPPING CENTRE, COMMON CORRIDOR SINGAPORE<br>Latitude: 1.3838672<br>Longitude: 103.7705214"
46,FARRER GARDENS RC,Permanent E-bin,260004,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"4 QUEEN’S ROAD, FARRER GARDENS RC SINGAPORE",1.3182439,103.8075067,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: FARRER GARDENS RC<br>Address:  4 QUEEN’S ROAD, FARRER GARDENS RC SINGAPORE<br>Latitude: 1.3182439<br>Longitude: 103.8075067"
47,FOOD CANOPY COFFEE SHOP,Permanent E-bin,560260,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"260 ANG MO KIO STREET 21, #01-06 SINGAPORE",1.3688487,103.8345779,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: FOOD CANOPY COFFEE SHOP<br>Address:  260 ANG MO KIO STREET 21, #01-06 SINGAPORE<br>Latitude: 1.3688487<br>Longitude: 103.8345779"
48,FUCHUN CC,Permanent E-bin,738581,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 WOODLANDS STREET 31, FUCHUN CC, LIFT LOBBY SINGAPORE",1.4294286,103.7751787,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: FUCHUN CC<br>Address:  1 WOODLANDS STREET 31, FUCHUN CC, LIFT LOBBY SINGAPORE<br>Latitude: 1.4294286<br>Longitude: 103.7751787"
49,FUSIONOPOLIS ONE,Permanent E-bin,138633,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"3 FUSIONOPOLIS WAY, BASEMENT 2 CONNEXIS SINGAPORE",1.2993963,103.7876385,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: FUSIONOPOLIS ONE<br>Address:  3 FUSIONOPOLIS WAY, BASEMENT 2 CONNEXIS SINGAPORE<br>Latitude: 1.2993963<br>Longitude: 103.7876385"
50,GEK POH SHOPPING CENTRE,Permanent E-bin,640762,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"762 JURONG WEST STREET 75, GEK POH SHOPPING CENTRE, PRIME SUPERMARKET ENTRANCE SINGAPORE",1.3487594,103.6974711,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: GEK POH SHOPPING CENTRE<br>Address:  762 JURONG WEST STREET 75, GEK POH SHOPPING CENTRE, PRIME SUPERMARKET ENTRANCE SINGAPORE<br>Latitude: 1.3487594<br>Longitude: 103.6974711"
51,GERMAN CENTRE,Permanent E-bin,609916,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"25 INTERNATIONAL BUSINESS PARK, MAIN LOBBY SINGAPORE",1.3249723,103.7463454,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: GERMAN CENTRE<br>Address:  25 INTERNATIONAL BUSINESS PARK, MAIN LOBBY SINGAPORE<br>Latitude: 1.3249723<br>Longitude: 103.7463454"
52,GREENRIDGE SHOPPING CENTRE,Permanent E-bin,671524,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"524A JELAPANG ROAD, GREENRIDGE SHOPPING CENTRE, GROUND FLOOR - SECURITY COUNTER SINGAPORE",1.3854081,103.7663598,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: GREENRIDGE SHOPPING CENTRE<br>Address:  524A JELAPANG ROAD, GREENRIDGE SHOPPING CENTRE, GROUND FLOOR - SECURITY COUNTER SINGAPORE<br>Latitude: 1.3854081<br>Longitude: 103.7663598"
53,GUOCO TOWER,Permanent E-bin,78884,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"7 WALLICH STREET, GUOCO TOWER, B2 TOILET ENTRANCE SINGAPORE",1.2769313,103.8456194,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: GUOCO TOWER<br>Address:  7 WALLICH STREET, GUOCO TOWER, B2 TOILET ENTRANCE SINGAPORE<br>Latitude: 1.2769313<br>Longitude: 103.8456194"
54,HARBOURFRONT CENTRE,Permanent E-bin,99253,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 MARITIME SQUARE, LOADING BAY SINGAPORE",1.2642175,103.8203582,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HARBOURFRONT CENTRE<br>Address:  1 MARITIME SQUARE, LOADING BAY SINGAPORE<br>Latitude: 1.2642175<br>Longitude: 103.8203582"
55,HARBOURFRONT TOWER ONE,Permanent E-bin,98633,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"1 HARBOURFRONT PLACE, MAIN ENTRANCE SINGAPORE",1.2647934,103.8192617,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HARBOURFRONT TOWER ONE<br>Address:  1 HARBOURFRONT PLACE, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.2647934<br>Longitude: 103.8192617"
56,HDB HUB,Permanent E-bin,310480,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"6 LORONG TOA PAYOH, HDB HUB, OPPOSITE OLD CHANG KEE SINGAPORE",1.3329564,103.8471823,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HDB HUB<br>Address:  6 LORONG TOA PAYOH, HDB HUB, OPPOSITE OLD CHANG KEE SINGAPORE<br>Latitude: 1.3329564<br>Longitude: 103.8471823"
57,HDB-POTONG PASIR,Permanent E-bin,350121,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"121 POTONG PASIR AVENUE, HDB-POTONG PASIR, MAIN ENTRANCE SINGAPORE",1.334328,103.865301,#ff00ff,"Permanent E-bin<br>E-waste Collection Points: HDB-POTONG PASIR<br>Address:  121 POTONG PASIR AVENUE, HDB-POTONG PASIR, MAIN ENTRANCE SINGAPORE<br>Latitude: 1.334328<br>Longitude: 103.865301"
