,E-waste Collection Points,Collection Type,Postal Code,Remarks,Website,Full,lat,lng,color,hover_text
379,SHENG SIONG @ 623 ELIAS MALL,Retailer E-bin,510623,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"623 ELIAS ROAD, #B1-01 SINGAPORE",1.3778808,103.9422251,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 623 ELIAS MALL<br>Address:  623 ELIAS ROAD, #B1-01 SINGAPORE<br>Latitude: 1.3778808<br>Longitude: 103.9422251"
380,SHENG SIONG @ 7 JURONG WEST,Retailer E-bin,649486,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"7 JURONG WEST AVE 5, #01-01 SINGAPORE",1.3488044,103.7034043,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 7 JURONG WEST<br>Address:  7 JURONG WEST AVE 5, #01-01 SINGAPORE<br>Latitude: 1.3488044<br>Longitude: 103.7034043"
381,SHENG SIONG @ 720 CLEMENTI WEST,Retailer E-bin,120720,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"720  CLEMENTI WEST ST 2, #01-144, COMMON CORRIDOR SINGAPORE",1.3023343,103.7637657,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 720 CLEMENTI WEST<br>Address:  720  CLEMENTI WEST ST 2, #01-144, COMMON CORRIDOR SINGAPORE<br>Latitude: 1.3023343<br>Longitude: 103.7637657"
382,SHENG SIONG @ 739A BEDOK RESERVOIR,Retailer E-bin,471739,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"739A BEDOK RESERVOIR RD, #01-01 SINGAPORE",1.3381624,103.9233716,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 739A BEDOK RESERVOIR<br>Address:  739A BEDOK RESERVOIR RD, #01-01 SINGAPORE<br>Latitude: 1.3381624<br>Longitude: 103.9233716"
383,SHENG SIONG @ 785E WOODLANDS,Retailer E-bin,735785,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 785E WOODLANDS RISE, #01-01 SINGAPORE",1.447061,103.804872,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 785E WOODLANDS<br>Address:  BLK 785E WOODLANDS RISE, #01-01 SINGAPORE<br>Latitude: 1.447061<br>Longitude: 103.804872"
384,SHENG SIONG @ 88 TANGLIN HALT,Retailer E-bin,141088,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 88 TANGLIN HALT ROAD, #01-10 SINGAPORE",1.3013864,103.79844,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ 88 TANGLIN HALT<br>Address:  BLK 88 TANGLIN HALT ROAD, #01-10 SINGAPORE<br>Latitude: 1.3013864<br>Longitude: 103.79844"
385,SHENG SIONG @ BOON KENG,Retailer E-bin,380011,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"11 UPPER BOON KENG ROAD, #01-901 SINGAPORE",1.3143076,103.8709248,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ BOON KENG<br>Address:  11 UPPER BOON KENG ROAD, #01-901 SINGAPORE<br>Latitude: 1.3143076<br>Longitude: 103.8709248"
386,SHENG SIONG @ BUKIT BATOK WEST,Retailer E-bin,650440,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 440 BUKIT BATOK WEST AVE 8, #01-10 SINGAPORE",1.3556661,103.7392906,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ BUKIT BATOK WEST<br>Address:  BLK 440 BUKIT BATOK WEST AVE 8, #01-10 SINGAPORE<br>Latitude: 1.3556661<br>Longitude: 103.7392906"
387,SHENG SIONG @ CIRCUIT ROAD,Retailer E-bin,372018,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"18B CIRCUIT ROAD, #01-260 SINGAPORE",1.3291829,103.8882572,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ CIRCUIT ROAD<br>Address:  18B CIRCUIT ROAD, #01-260 SINGAPORE<br>Latitude: 1.3291829<br>Longitude: 103.8882572"
388,SHENG SIONG @ DAWSON,Retailer E-bin,141085,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 85 DAWSON ROAD, #01-01 SINGAPORE",1.2953677,103.8095585,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ DAWSON<br>Address:  BLK 85 DAWSON ROAD, #01-01 SINGAPORE<br>Latitude: 1.2953677<br>Longitude: 103.8095585"
389,SHENG SIONG @ EAST BROOK @ CANBERRA,Retailer E-bin,750105,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05, COMMON CORRIDOR SINGAPORE",1.4499034,103.8329686,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ EAST BROOK @ CANBERRA<br>Address:  105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05, COMMON CORRIDOR SINGAPORE<br>Latitude: 1.4499034<br>Longitude: 103.8329686"
390,SHENG SIONG @ ITE COLLEGE CENTRAL,Retailer E-bin,567720,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"ANG MO KIO DRIVE, #A1-12, ATRIUM LEVEL SINGAPORE",1.377746,103.8560712,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ ITE COLLEGE CENTRAL<br>Address:  ANG MO KIO DRIVE, #A1-12, ATRIUM LEVEL SINGAPORE<br>Latitude: 1.377746<br>Longitude: 103.8560712"
391,SHENG SIONG @ JUNCTION TEN,Retailer E-bin,677899,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"NO.1 WOODLANDS ROADS, #01-07 SINGAPORE",1.3805995,103.7601016,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ JUNCTION TEN<br>Address:  NO.1 WOODLANDS ROADS, #01-07 SINGAPORE<br>Latitude: 1.3805995<br>Longitude: 103.7601016"
392,SHENG SIONG @ MARSILING DRIVE 202,Retailer E-bin,730202,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 202 MARSILING DRIVE, #01-138 SINGAPORE",1.4431022,103.775057,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ MARSILING DRIVE 202<br>Address:  BLK 202 MARSILING DRIVE, #01-138 SINGAPORE<br>Latitude: 1.4431022<br>Longitude: 103.775057"
393,SHENG SIONG @ PASIR RIS,Retailer E-bin,514527,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"527D PASIR RIS STREET 51, #01-01 SINGAPORE",1.3695607,103.9477517,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ PASIR RIS<br>Address:  527D PASIR RIS STREET 51, #01-01 SINGAPORE<br>Latitude: 1.3695607<br>Longitude: 103.9477517"
394,SHENG SIONG @ SEGAR,Retailer E-bin,670547,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"BLK 547 SEGAR ROAD, #01-06 SINGAPORE",1.3882888,103.7695597,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ SEGAR<br>Address:  BLK 547 SEGAR ROAD, #01-06 SINGAPORE<br>Latitude: 1.3882888<br>Longitude: 103.7695597"
395,SHENG SIONG @ TAMPINES ST 86 BLK 872C,Retailer E-bin,523872,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,872C TAMPINES STREET 86 SINGAPORE,1.3548961,103.9313704,#0000ff,Retailer E-bin<br>E-waste Collection Points: SHENG SIONG @ TAMPINES ST 86 BLK 872C<br>Address:  872C TAMPINES STREET 86 SINGAPORE<br>Latitude: 1.3548961<br>Longitude: 103.9313704
396,SINGTEL @ COMCENTRE,Retailer E-bin,239733,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"31B EXETER ROAD, COMCENTRE SINGAPORE",1.2991919,103.838548,#0000ff,"Retailer E-bin<br>E-waste Collection Points: SINGTEL @ COMCENTRE<br>Address:  31B EXETER ROAD, COMCENTRE SINGAPORE<br>Latitude: 1.2991919<br>Longitude: 103.838548"
397,STARHUB @ PLAZA SINGAPURA,Retailer E-bin,238839,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"68 ORCHARD ROAD, PLAZA SINGAPURA, #01-36, IN-STORE SINGAPORE",1.3005317,103.8452356,#0000ff,"Retailer E-bin<br>E-waste Collection Points: STARHUB @ PLAZA SINGAPURA<br>Address:  68 ORCHARD ROAD, PLAZA SINGAPURA, #01-36, IN-STORE SINGAPORE<br>Latitude: 1.3005317<br>Longitude: 103.8452356"
398,STARHUB @ TAMPINES CENTRAL,Retailer E-bin,529510,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #02-27, IN-STORE SINGAPORE",1.3524936,103.9447179,#0000ff,"Retailer E-bin<br>E-waste Collection Points: STARHUB @ TAMPINES CENTRAL<br>Address:  4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #02-27, IN-STORE SINGAPORE<br>Latitude: 1.3524936<br>Longitude: 103.9447179"
399,APPLE @ JEWEL,Manned Collection (Contact staff for disposal),819666,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,"78 AIRPORT BOULEVARD, JEWEL, #02-234 SINGAPORE",1.3602082,103.9897593,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: APPLE @ JEWEL<br>Address:  78 AIRPORT BOULEVARD, JEWEL, #02-234 SINGAPORE<br>Latitude: 1.3602082<br>Longitude: 103.9897593"
400,APPLE @ MBS,Manned Collection (Contact staff for disposal),18972,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,"2 BAYFRONT AVENUE, MBS, B2-06 SINGAPORE",1.2832991,103.8575597,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: APPLE @ MBS<br>Address:  2 BAYFRONT AVENUE, MBS, B2-06 SINGAPORE<br>Latitude: 1.2832991<br>Longitude: 103.8575597"
401,APPLE @ ORCHARD,Manned Collection (Contact staff for disposal),238857,E-waste accepted: ICT equipment and Batteries only,https://alba-ewaste.sg,"270 ORCHARD ROAD, APPLE ORCHARD SINGAPORE",1.3028881,103.8363884,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: APPLE @ ORCHARD<br>Address:  270 ORCHARD ROAD, APPLE ORCHARD SINGAPORE<br>Latitude: 1.3028881<br>Longitude: 103.8363884"
402,COURTS @ CLEMENTI CENTRAL,Manned Collection (Contact staff for disposal),120451,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309, LEVEL 2 ENTRANCE SINGAPORE",1.3124073,103.7656754,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: COURTS @ CLEMENTI CENTRAL<br>Address:  451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309, LEVEL 2 ENTRANCE SINGAPORE<br>Latitude: 1.3124073<br>Longitude: 103.7656754"
403,COURTS @ COURTS ORCHARD,Manned Collection (Contact staff for disposal),238853,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"228 ORCHARD ROAD, COURTS ORCHARD SINGAPORE",1.3016696,103.8384105,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: COURTS @ COURTS ORCHARD<br>Address:  228 ORCHARD ROAD, COURTS ORCHARD SINGAPORE<br>Latitude: 1.3016696<br>Longitude: 103.8384105"
404,COURTS @ FUNAN,Manned Collection (Contact staff for disposal),179105,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"107 NORTH BRIDGE ROAD, FUNAN, #03-01 SINGAPORE",1.2912647,103.8501932,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: COURTS @ FUNAN<br>Address:  107 NORTH BRIDGE ROAD, FUNAN, #03-01 SINGAPORE<br>Latitude: 1.2912647<br>Longitude: 103.8501932"
405,COURTS @ LOT ONE,Manned Collection (Contact staff for disposal),689812,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"21 CHOA CHU KANG AVE 4, LOT ONE, #03-01 SINGAPORE",1.3851169,103.7449142,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: COURTS @ LOT ONE<br>Address:  21 CHOA CHU KANG AVE 4, LOT ONE, #03-01 SINGAPORE<br>Latitude: 1.3851169<br>Longitude: 103.7449142"
406,COURTS @ SIM LIAN BUILDING,Manned Collection (Contact staff for disposal),588181,"E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,"205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING SINGAPORE",1.3445568,103.7743149,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: COURTS @ SIM LIAN BUILDING<br>Address:  205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING SINGAPORE<br>Latitude: 1.3445568<br>Longitude: 103.7743149"
407,GIANT @ 161 ANG MO KIO AVE 4,Manned Collection (Contact staff for disposal),560161,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"161 ANG MO KIO AVE 4, #01-504 SINGAPORE",1.3742418,103.8394691,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ 161 ANG MO KIO AVE 4<br>Address:  161 ANG MO KIO AVE 4, #01-504 SINGAPORE<br>Latitude: 1.3742418<br>Longitude: 103.8394691"
408,GIANT @ 256 BANGKIT ROAD,Manned Collection (Contact staff for disposal),670256,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"256 BANGKIT ROAD, #01-69 SINGAPORE",1.3787569,103.7728751,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ 256 BANGKIT ROAD<br>Address:  256 BANGKIT ROAD, #01-69 SINGAPORE<br>Latitude: 1.3787569<br>Longitude: 103.7728751"
409,GIANT @ 284 BUKIT BATOK EAST,Manned Collection (Contact staff for disposal),650284,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"284 BUKIT BATOK EAST, #01-251 SINGAPORE",1.3466172,103.7572179,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ 284 BUKIT BATOK EAST<br>Address:  284 BUKIT BATOK EAST, #01-251 SINGAPORE<br>Latitude: 1.3466172<br>Longitude: 103.7572179"
410,GIANT @ ADMIRALTY MRT,Manned Collection (Contact staff for disposal),738344,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"70  WOODLANDS AVE 7, #01-05 SINGAPORE",1.4405962,103.8009702,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ ADMIRALTY MRT<br>Address:  70  WOODLANDS AVE 7, #01-05 SINGAPORE<br>Latitude: 1.4405962<br>Longitude: 103.8009702"
411,GIANT @ BEAUTY WORLD CENTRE,Manned Collection (Contact staff for disposal),588177,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"144 UPPER BUKIT TIMAH ROAD, #B1-01 SINGAPORE",1.34234,103.776131,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BEAUTY WORLD CENTRE<br>Address:  144 UPPER BUKIT TIMAH ROAD, #B1-01 SINGAPORE<br>Latitude: 1.34234<br>Longitude: 103.776131"
412,GIANT @ BEDOK MARKET PLACE,Manned Collection (Contact staff for disposal),469560,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"348 BEDOK ROAD, #01-01 SINGAPORE",1.3312966,103.9484324,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BEDOK MARKET PLACE<br>Address:  348 BEDOK ROAD, #01-01 SINGAPORE<br>Latitude: 1.3312966<br>Longitude: 103.9484324"
413,GIANT @ BLK 181 TOA PAYON LORONG 4,Manned Collection (Contact staff for disposal),310181,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"181 TOA PAYOH LORONG 4, #01-602 SINGAPORE",1.3335688,103.8510202,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 181 TOA PAYON LORONG 4<br>Address:  181 TOA PAYOH LORONG 4, #01-602 SINGAPORE<br>Latitude: 1.3335688<br>Longitude: 103.8510202"
414,GIANT @ BLK 260 KIM KEAT AVENUE,Manned Collection (Contact staff for disposal),310260,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"260 KIM KEAT AVENUE, #01-01 SINGAPORE",1.332148,103.8573892,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 260 KIM KEAT AVENUE<br>Address:  260 KIM KEAT AVENUE, #01-01 SINGAPORE<br>Latitude: 1.332148<br>Longitude: 103.8573892"
415,GIANT @ BLK 293 YISHUN ST 22,Manned Collection (Contact staff for disposal),760293,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"293 YISHUN STREET 22, #01-261 SINGAPORE",1.4364822,103.8378218,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 293 YISHUN ST 22<br>Address:  293 YISHUN STREET 22, #01-261 SINGAPORE<br>Latitude: 1.4364822<br>Longitude: 103.8378218"
416,GIANT @ BLK 376 BUKIT BATOK ST 31,Manned Collection (Contact staff for disposal),650376,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"376 BUKIT BATOK ST 31, #01-116 SINGAPORE",1.3586553,103.7492748,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 376 BUKIT BATOK ST 31<br>Address:  376 BUKIT BATOK ST 31, #01-116 SINGAPORE<br>Latitude: 1.3586553<br>Longitude: 103.7492748"
417,GIANT @ BLK 418 YISHUN AVENUE 11,Manned Collection (Contact staff for disposal),760418,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"418 YISHUN AVENUE 11, #01-433 SINGAPORE",1.4251116,103.8475762,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 418 YISHUN AVENUE 11<br>Address:  418 YISHUN AVENUE 11, #01-433 SINGAPORE<br>Latitude: 1.4251116<br>Longitude: 103.8475762"
418,GIANT @ BLK 440 PASIR RIS DRIVE,Manned Collection (Contact staff for disposal),510440,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"440 PASIR RIS DRIVE 4, #01-01 SINGAPORE",1.3677822,103.9582251,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 440 PASIR RIS DRIVE<br>Address:  440 PASIR RIS DRIVE 4, #01-01 SINGAPORE<br>Latitude: 1.3677822<br>Longitude: 103.9582251"
419,GIANT @ BLK 525 ANG MO KIO AVE 10,Manned Collection (Contact staff for disposal),560525,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"525 ANG MO KIO AVE 10, #01-2401 SINGAPORE",1.3726539,103.8540079,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 525 ANG MO KIO AVE 10<br>Address:  525 ANG MO KIO AVE 10, #01-2401 SINGAPORE<br>Latitude: 1.3726539<br>Longitude: 103.8540079"
420,GIANT @ BLK 622D PUNGGOL CENTRAL,Manned Collection (Contact staff for disposal),824622,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"622D PUNGGOL CENTRAL, #01-06 SINGAPORE",1.40053,103.9104567,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 622D PUNGGOL CENTRAL<br>Address:  622D PUNGGOL CENTRAL, #01-06 SINGAPORE<br>Latitude: 1.40053<br>Longitude: 103.9104567"
421,GIANT @ BLK 982 BUANGKOK CRESCENT,Manned Collection (Contact staff for disposal),530982,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"982 BUANGKOK CRESCENT, #01-01 SINGAPORE",1.3807848,103.8792652,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ BLK 982 BUANGKOK CRESCENT<br>Address:  982 BUANGKOK CRESCENT, #01-01 SINGAPORE<br>Latitude: 1.3807848<br>Longitude: 103.8792652"
422,GIANT @ GREENRIDGE SHOPPING CENTRE,Manned Collection (Contact staff for disposal),671524,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"524A JELAPANG ROAD, #03-13 SINGAPORE",1.3853755,103.7663006,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ GREENRIDGE SHOPPING CENTRE<br>Address:  524A JELAPANG ROAD, #03-13 SINGAPORE<br>Latitude: 1.3853755<br>Longitude: 103.7663006"
423,GIANT @ HDB BISHAN BRANCH OFFICE,Manned Collection (Contact staff for disposal),570512,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"512 BISHAN STREET 13, #01-524 SINGAPORE",1.3496786,103.8499315,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ HDB BISHAN BRANCH OFFICE<br>Address:  512 BISHAN STREET 13, #01-524 SINGAPORE<br>Latitude: 1.3496786<br>Longitude: 103.8499315"
424,GIANT @ HOUGANG GREEN SHOPPING MALL,Manned Collection (Contact staff for disposal),538719,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"21 HOUGANG ST 51, #01-52 SINGAPORE",1.3789282,103.8873734,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ HOUGANG GREEN SHOPPING MALL<br>Address:  21 HOUGANG ST 51, #01-52 SINGAPORE<br>Latitude: 1.3789282<br>Longitude: 103.8873734"
425,GIANT @ JK CENTRE,Manned Collection (Contact staff for disposal),427543,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"291 JOO CHIAT RD, #01-01 SINGAPORE",1.3098889,103.9021456,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ JK CENTRE<br>Address:  291 JOO CHIAT RD, #01-01 SINGAPORE<br>Latitude: 1.3098889<br>Longitude: 103.9021456"
426,GIANT @ KAMPUNG UBI,Manned Collection (Contact staff for disposal),400306,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"306 UBI AVE 1, KAMPUNG UBI, #01-85 SINGAPORE",1.3298685,103.9022552,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ KAMPUNG UBI<br>Address:  306 UBI AVE 1, KAMPUNG UBI, #01-85 SINGAPORE<br>Latitude: 1.3298685<br>Longitude: 103.9022552"
427,GIANT @ KHATIB MRT,Manned Collection (Contact staff for disposal),618640,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"201 YISHUN AVE 2, #01-03 SINGAPORE",1.4172783,103.8329928,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ KHATIB MRT<br>Address:  201 YISHUN AVE 2, #01-03 SINGAPORE<br>Latitude: 1.4172783<br>Longitude: 103.8329928"
428,GIANT @ LOYANG POINT,Manned Collection (Contact staff for disposal),510259,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"259 PASIR RIS ST 21, #01-27 SINGAPORE",1.3663098,103.964296,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ LOYANG POINT<br>Address:  259 PASIR RIS ST 21, #01-27 SINGAPORE<br>Latitude: 1.3663098<br>Longitude: 103.964296"
429,GIANT @ NEXT TO SERANGOON MARKET,Manned Collection (Contact staff for disposal),550266,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"266 SERANGOON CENTRAL DRIVE, #01-255 SINGAPORE",1.3532307,103.871634,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ NEXT TO SERANGOON MARKET<br>Address:  266 SERANGOON CENTRAL DRIVE, #01-255 SINGAPORE<br>Latitude: 1.3532307<br>Longitude: 103.871634"
430,GIANT @ NTU CANTEEN 2,Manned Collection (Contact staff for disposal),539548,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"35 STUDENTS WALK, #01-01 SINGAPORE",1.348404,103.6854299,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ NTU CANTEEN 2<br>Address:  35 STUDENTS WALK, #01-01 SINGAPORE<br>Latitude: 1.348404<br>Longitude: 103.6854299"
431,GIANT @ PAYA LEBAR SQUARE,Manned Collection (Contact staff for disposal),409051,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"60 PAYA LEBAR ROAD, #B1-01 SINGAPORE",1.3188065,103.8925639,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ PAYA LEBAR SQUARE<br>Address:  60 PAYA LEBAR ROAD, #B1-01 SINGAPORE<br>Latitude: 1.3188065<br>Longitude: 103.8925639"
432,GIANT @ SUNSHINE PLACE,Manned Collection (Contact staff for disposal),680475,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"475 CHOA CHU KANG AVE 3, #01-01 SINGAPORE",1.3780266,103.7389881,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ SUNSHINE PLACE<br>Address:  475 CHOA CHU KANG AVE 3, #01-01 SINGAPORE<br>Latitude: 1.3780266<br>Longitude: 103.7389881"
433,GIANT @ TAMPINES MART,Manned Collection (Contact staff for disposal),529286,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"9 TAMPINES STREET 32, #01-16 SINGAPORE",1.3541102,103.9602815,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ TAMPINES MART<br>Address:  9 TAMPINES STREET 32, #01-16 SINGAPORE<br>Latitude: 1.3541102<br>Longitude: 103.9602815"
434,GIANT @ VISTA POINT,Manned Collection (Contact staff for disposal),730548,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"548 WOODLANDS DRIVE 44, #01-37 SINGAPORE",1.4310219,103.7941001,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ VISTA POINT<br>Address:  548 WOODLANDS DRIVE 44, #01-37 SINGAPORE<br>Latitude: 1.4310219<br>Longitude: 103.7941001"
435,GIANT @ WATERWAY BANKS,Manned Collection (Contact staff for disposal),820671,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,671 EDGEFIELD PLAINS SINGAPORE,1.4056518,103.9119974,#FF0000,Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ WATERWAY BANKS<br>Address:  671 EDGEFIELD PLAINS SINGAPORE<br>Latitude: 1.4056518<br>Longitude: 103.9119974
436,GIANT @ WOODLANDS MART,Manned Collection (Contact staff for disposal),730768,E-waste accepted: Batteries and Lamps only,https://alba-ewaste.sg,"768 WOODLANDS AVENUE 6, #01-33 SINGAPORE",1.4454883,103.79799,#FF0000,"Manned Collection (Contact staff for disposal)<br>E-waste Collection Points: GIANT @ WOODLANDS MART<br>Address:  768 WOODLANDS AVENUE 6, #01-33 SINGAPORE<br>Latitude: 1.4454883<br>Longitude: 103.79799"
